price,id
58.278173032630775,0
212.7418193050978,1
249.68069556784403,2
126.51724900808317,3
135.12548352400177,4
156.81385256078502,5
137.7786869486266,6
185.04291893879252,7
215.81656444427256,8
107.23771808223331,9
223.15389194661924,10
251.82756781964753,11
110.3833735957955,12
186.28389546034703,13
125.73733511967993,14
340.53562192232056,15
110.52203086134315,16
109.97005330697607,17
206.09565169704746,18
304.8519029405534,19
219.881991812264,20
118.71824101567796,21
95.9033663302715,22
121.74223447769043,23
225.7778821098926,24
310.8525444441286,25
105.58164235217471,26
33.2945087882501,27
-22.209385051109404,28
143.26066703445593,29
133.03334488816688,30
124.55021326748084,31
83.4761115747815,32
260.24059744013414,33
120.01633992462526,34
233.11270446122734,35
120.3795509144376,36
115.7561003857869,37
179.07577803661667,38
141.89527324488031,39
129.35628874619428,40
132.3618215837319,41
105.08820768282457,42
192.1408303691048,43
222.4182035081834,44
191.14854359082148,45
166.31499043887885,46
170.85931572100466,47
77.76314326032306,48
109.86912168170736,49
267.0035038164047,50
75.95214844664243,51
179.97466316839518,52
195.23778624693665,53
176.45674884615033,54
233.50518465084335,55
71.44729886523311,56
142.0783008012697,57
206.8003609080783,58
123.21977285078262,59
148.17181376944382,60
125.88378544430455,61
257.72043949576516,62
165.82030477655522,63
171.3884111872303,64
215.78497330519207,65
123.30435665994915,66
184.83452185817677,67
642.049527150387,68
127.751240236331,69
211.0724724909455,70
228.72638674645916,71
275.99001753413313,72
204.53449025830352,73
92.82724819573146,74
115.25641364616047,75
-111.89042263856803,76
156.23338017617834,77
261.4320304229927,78
167.00428368510447,79
121.01541236560524,80
197.78540444301962,81
142.29940971505832,82
238.58716463760746,83
110.45971887196305,84
212.8097653424723,85
148.63182473790079,86
272.6984289535002,87
9.579766097526793,88
185.17757151729202,89
111.2432194759338,90
125.32128611559233,91
186.8013732721564,92
211.68497924024274,93
264.9672795310083,94
105.00858545859317,95
170.7849901848863,96
163.15487807268946,97
212.94866288016655,98
167.0508426969273,99
70.30777674847623,100
113.48983727697834,101
247.65347633132896,102
85.35743191792496,103
130.75273028610567,104
155.0726140149001,105
90.61249350122958,106
275.31297227704914,107
108.98903721970973,108
170.79135118820471,109
216.5724605520638,110
254.1091598800197,111
128.91733959875947,112
205.8206293934915,113
140.17257898273502,114
202.22775064560483,115
235.84077656839122,116
170.40313965002665,117
66.4631813956252,118
218.9775015306039,119
58.64591106592177,120
158.71768380188405,121
275.31968060368774,122
163.08612714757265,123
114.45036287550319,124
98.39882646640913,125
211.50008505972338,126
116.19391385361064,127
195.85508482461304,128
136.3281634240481,129
147.708446974896,130
81.38549146854582,131
85.06748943495242,132
188.44911898972933,133
125.42348355767011,134
248.99204198482107,135
217.05131730176515,136
87.88777705143345,137
51.8333828067265,138
123.23119238770121,139
68.21726565143346,140
217.9678625795003,141
172.13167266437046,142
185.5638930039225,143
159.3901986982721,144
231.345451540881,145
338.35089788348824,146
189.18600021163937,147
132.9972413361359,148
182.8407830003088,149
128.0036471117053,150
130.0067156246297,151
114.10365478673037,152
207.79905888750022,153
221.85135630097625,154
218.9135062148044,155
282.4472076657985,156
259.6762213239694,157
130.4461045871516,158
208.09180420947575,159
227.92634629675604,160
138.53379413271745,161
120.69406833702763,162
206.26105314640336,163
220.851821595297,164
219.08758238318745,165
260.2903827612391,166
238.99310871261287,167
255.6837533524654,168
132.29331727342168,169
111.25398567027081,170
114.67409740323357,171
107.54158077514047,172
112.4643865120682,173
228.68231404175435,174
108.94671629142363,175
180.09593765940946,176
122.77684136154815,177
203.35281630820828,178
